,0,1,2,3,4,5,6,7,8,9,10
10700,Shadow Fiend,Alchemist,Bounty Hunter,Bloodseeker,Visage,Undying,Drow Ranger,Dragon Knight,Troll Warlord,Dazzle,2
10701,Necrolyte,Puck,Ancient Apparition,Phantom Lancer,Luna,Rubick,Phantom Assassin,Weaver,Silencer,Undying,1
10702,Lina,Wisp,Lifestealer,Juggernaut,Gyrocopter,Tiny,Zeus,Rubick,Magnus,Clockwerk,1
10703,Sniper,Storm Spirit,Wisp,Slark,Enchantress,Templar Assassin,Windrunner,Nature's Prophet,Disruptor,Alchemist,1
10704,Mirana,Medusa,Doom,Outworld Devourer,Enigma,Sniper,Zeus,Ursa,Omniknight,Phantom Assassin,1
10705,Brewmaster,Nyx Assassin,Shadow Fiend,Spectre,Death Prophet,Warlock,Huskar,Lich,Lifestealer,Kunkka,1
10706,Lion,Weaver,Queen of Pain,Centaur Warrunner,Dark Seer,Timbersaw,Death Prophet,Chen,Venomancer,Pudge,1
10707,Dark Seer,Sniper,Naga Siren,Shadow Shaman,Razor,Ursa,Enchantress,Puck,Pudge,Brewmaster,2
10708,Pudge,Shadow Fiend,Broodmother,Ursa,Windrunner,Lifestealer,Dragon Knight,Outworld Devourer,Batrider,Lich,2
10709,Shadow Fiend,Axe,Outworld Devourer,Phantom Assassin,Treant Protector,Lifestealer,Nature's Prophet,Dazzle,Gyrocopter,Mirana,1
10710,Enigma,Clinkz,Spirit Breaker,Necrolyte,Ancient Apparition,Phantom Lancer,Rubick,Tiny,Nature's Prophet,Clockwerk,1
10711,Tinker,Disruptor,Troll Warlord,Nature's Prophet,Gyrocopter,Bloodseeker,Pudge,Weaver,Storm Spirit,Dazzle,2
10712,Shadow Demon,Phantom Lancer,Batrider,Rubick,Ursa,Lion,Anti-Mage,Lifestealer,Mirana,Bounty Hunter,2
10713,Bloodseeker,Storm Spirit,Ogre Magi,Huskar,Dragon Knight,Jakiro,Pudge,Weaver,Naga Siren,Clinkz,2
10714,Bounty Hunter,Invoker,Vengeful Spirit,Anti-Mage,Doom,Luna,Windrunner,Nature's Prophet,Zeus,Viper,2
10715,Silencer,Sand King,Enigma,Windrunner,Pudge,Dragon Knight,Undying,Axe,Clockwerk,Naga Siren,1
10716,Lich,Slark,Drow Ranger,Keeper of the Light,Troll Warlord,Magnus,Undying,Batrider,Disruptor,Nyx Assassin,1
10717,Tiny,Medusa,Templar Assassin,Broodmother,Huskar,Timbersaw,Skeleton King,Keeper of the Light,Lich,Sven,1
10718,Shadow Fiend,Kunkka,Shadow Demon,Slark,Tidehunter,Pudge,Bloodseeker,Pugna,Faceless Void,Dark Seer,2
10719,Lina,Lifestealer,Earthshaker,Nyx Assassin,Dragon Knight,Lone Druid,Disruptor,Night Stalker,Troll Warlord,Undying,1
10720,Dazzle,Batrider,Undying,Sand King,Disruptor,Viper,Weaver,Beastmaster,Tinker,Venomancer,2
10721,Queen of Pain,Lone Druid,Rubick,Slardar,Vengeful Spirit,Shadow Demon,Pudge,Weaver,Leshrac,Invoker,2
10722,Storm Spirit,Tidehunter,Troll Warlord,Faceless Void,Lion,Pudge,Phantom Lancer,Lone Druid,Windrunner,Undying,2
10723,Puck,Rubick,Templar Assassin,Chaos Knight,Batrider,Sand King,Drow Ranger,Enigma,Necrolyte,Shadow Fiend,2
10724,Shadow Fiend,Crystal Maiden,Juggernaut,Drow Ranger,Tidehunter,Leshrac,Night Stalker,Tinker,Slark,Gyrocopter,2
10725,Shadow Demon,Alchemist,Juggernaut,Lifestealer,Invoker,Sand King,Witch Doctor,Lina,Pudge,Phantom Lancer,2
10726,Sven,Magnus,Anti-Mage,Axe,Skeleton King,Sniper,Spectre,Disruptor,Pudge,Rubick,2
10727,Luna,Zeus,Weaver,Earthshaker,Tiny,Slardar,Lina,Troll Warlord,Juggernaut,Queen of Pain,2
10728,Shadow Fiend,Lifestealer,Centaur Warrunner,Rubick,Meepo,Gyrocopter,Shadow Demon,Leshrac,Bounty Hunter,Batrider,2
10729,Slark,Batrider,Pudge,Tidehunter,Anti-Mage,Puck,Huskar,Nyx Assassin,Razor,Sven,1
10730,Disruptor,Rubick,Viper,Broodmother,Tiny,Shadow Demon,Tidehunter,Invoker,Magnus,Tinker,2
10731,Ancient Apparition,Lifestealer,Chaos Knight,Rubick,Nyx Assassin,Spectre,Batrider,Invoker,Bounty Hunter,Nature's Prophet,1
10732,Pudge,Spectre,Troll Warlord,Alchemist,Bane,Keeper of the Light,Templar Assassin,Skeleton King,Drow Ranger,Windrunner,1
10733,Troll Warlord,Jakiro,Batrider,Tinker,Bane,Puck,Nyx Assassin,Naga Siren,Storm Spirit,Drow Ranger,1
10734,Bounty Hunter,Luna,Earthshaker,Venomancer,Wisp,Pudge,Tinker,Jakiro,Mirana,Slardar,2
10735,Huskar,Pudge,Lich,Disruptor,Anti-Mage,Naga Siren,Mirana,Lion,Phantom Lancer,Nature's Prophet,2
10736,Shadow Demon,Skeleton King,Visage,Zeus,Nature's Prophet,Warlock,Riki,Sven,Templar Assassin,Beastmaster,2
10737,Warlock,Shadow Shaman,Tidehunter,Templar Assassin,Spectre,Anti-Mage,Treant Protector,Invoker,Bounty Hunter,Earthshaker,2
10738,Lycanthrope,Centaur Warrunner,Drow Ranger,Ancient Apparition,Nyx Assassin,Slark,Witch Doctor,Juggernaut,Lina,Nature's Prophet,2
10739,Bounty Hunter,Kunkka,Shadow Demon,Bloodseeker,Earthshaker,Pudge,Omniknight,Riki,Storm Spirit,Lifestealer,2
10740,Slardar,Tinker,Wisp,Necrolyte,Bounty Hunter,Rubick,Phantom Lancer,Queen of Pain,Luna,Undying,1
10741,Skeleton King,Undying,Lina,Huskar,Centaur Warrunner,Enigma,Nyx Assassin,Night Stalker,Weaver,Bounty Hunter,2
10742,Luna,Beastmaster,Zeus,Troll Warlord,Keeper of the Light,Nyx Assassin,Invoker,Windrunner,Faceless Void,Necrolyte,1
10743,Keeper of the Light,Nature's Prophet,Pudge,Huskar,Shadow Fiend,Windrunner,Drow Ranger,Venomancer,Clockwerk,Lich,2
10744,Clockwerk,Witch Doctor,Centaur Warrunner,Sand King,Queen of Pain,Ancient Apparition,Morphling,Anti-Mage,Nyx Assassin,Naga Siren,1
10745,Mirana,Bloodseeker,Lion,Clockwerk,Sniper,Lifestealer,Drow Ranger,Faceless Void,Batrider,Templar Assassin,1
10746,Alchemist,Lifestealer,Queen of Pain,Necrolyte,Morphling,Batrider,Leshrac,Storm Spirit,Vengeful Spirit,Clockwerk,2
10747,Troll Warlord,Chaos Knight,Wisp,Juggernaut,Pudge,Naga Siren,Axe,Mirana,Timbersaw,Sand King,1
10748,Broodmother,Ancient Apparition,Zeus,Morphling,Bounty Hunter,Shadow Fiend,Tiny,Luna,Pudge,Batrider,1
10749,Rubick,Witch Doctor,Anti-Mage,Templar Assassin,Luna,Queen of Pain,Night Stalker,Spectre,Tinker,Crystal Maiden,1
10750,Mirana,Shadow Demon,Enigma,Sniper,Magnus,Pudge,Morphling,Bane,Wisp,Chaos Knight,2
10751,Omniknight,Rubick,Alchemist,Riki,Nyx Assassin,Luna,Magnus,Clinkz,Huskar,Treant Protector,1
10752,Vengeful Spirit,Lifestealer,Doom,Pudge,Bounty Hunter,Wisp,Chaos Knight,Beastmaster,Enigma,Keeper of the Light,2
10753,Centaur Warrunner,Dragon Knight,Slardar,Dazzle,Outworld Devourer,Night Stalker,Morphling,Wisp,Nature's Prophet,Weaver,1
10754,Lifestealer,Invoker,Phantom Lancer,Tidehunter,Ancient Apparition,Nature's Prophet,Lina,Spectre,Anti-Mage,Storm Spirit,1
10755,Nyx Assassin,Bane,Dark Seer,Lifestealer,Luna,Mirana,Riki,Death Prophet,Invoker,Windrunner,1
10756,Pudge,Dragon Knight,Lina,Mirana,Shadow Demon,Slark,Earthshaker,Shadow Fiend,Clinkz,Enchantress,1
10757,Troll Warlord,Crystal Maiden,Mirana,Vengeful Spirit,Slark,Windrunner,Phantom Assassin,Dazzle,Magnus,Enchantress,2
10758,Lina,Centaur Warrunner,Pudge,Shadow Demon,Anti-Mage,Windrunner,Invoker,Nature's Prophet,Sniper,Rubick,1
10759,Pudge,Drow Ranger,Invoker,Magnus,Shadow Demon,Warlock,Kunkka,Tiny,Necrolyte,Phantom Lancer,2
10760,Invoker,Tinker,Windrunner,Clinkz,Omniknight,Shadow Fiend,Venomancer,Tiny,Razor,Bounty Hunter,1
10761,Drow Ranger,Clinkz,Puck,Pugna,Jakiro,Ogre Magi,Storm Spirit,Windrunner,Riki,Wisp,1
10762,Chaos Knight,Pudge,Lone Druid,Nature's Prophet,Jakiro,Mirana,Invoker,Rubick,Phantom Lancer,Windrunner,2
10763,Clockwerk,Dazzle,Doom,Pudge,Axe,Silencer,Meepo,Spirit Breaker,Lina,Bloodseeker,2
10764,Tidehunter,Chaos Knight,Nature's Prophet,Zeus,Keeper of the Light,Troll Warlord,Vengeful Spirit,Outworld Devourer,Sven,Storm Spirit,2
10765,Sven,Puck,Nature's Prophet,Lion,Clinkz,Pugna,Bounty Hunter,Sand King,Lina,Omniknight,2
10766,Lone Druid,Batrider,Silencer,Rubick,Invoker,Tiny,Windrunner,Pudge,Lina,Nature's Prophet,1
10767,Earthshaker,Templar Assassin,Clockwerk,Shadow Fiend,Sniper,Leshrac,Nyx Assassin,Pudge,Alchemist,Viper,2
10768,Storm Spirit,Windrunner,Axe,Witch Doctor,Bounty Hunter,Gyrocopter,Sven,Shadow Fiend,Enchantress,Dark Seer,2
10769,Disruptor,Pudge,Slark,Juggernaut,Troll Warlord,Jakiro,Sven,Bounty Hunter,Puck,Morphling,1
10770,Invoker,Slark,Storm Spirit,Nature's Prophet,Luna,Pudge,Huskar,Earthshaker,Keeper of the Light,Medusa,1
10771,Queen of Pain,Tiny,Enchantress,Nyx Assassin,Ursa,Witch Doctor,Beastmaster,Jakiro,Lifestealer,Shadow Demon,1
10772,Windrunner,Enchantress,Anti-Mage,Juggernaut,Batrider,Lone Druid,Storm Spirit,Sand King,Lion,Lifestealer,2
10773,Bounty Hunter,Templar Assassin,Faceless Void,Visage,Shadow Demon,Puck,Bloodseeker,Razor,Pudge,Death Prophet,2
10774,Undying,Lifestealer,Luna,Windrunner,Pudge,Lina,Slark,Dazzle,Rubick,Huskar,1
10775,Treant Protector,Phantom Assassin,Templar Assassin,Dark Seer,Shadow Shaman,Brewmaster,Clinkz,Phantom Lancer,Ogre Magi,Lina,2
10776,Spectre,Slark,Lone Druid,Viper,Templar Assassin,Morphling,Juggernaut,Batrider,Outworld Devourer,Nyx Assassin,2
10777,Bounty Hunter,Storm Spirit,Meepo,Enigma,Tiny,Nature's Prophet,Lion,Weaver,Rubick,Spirit Breaker,2
10778,Storm Spirit,Faceless Void,Ogre Magi,Magnus,Nature's Prophet,Rubick,Earthshaker,Bounty Hunter,Drow Ranger,Troll Warlord,2
10779,Magnus,Templar Assassin,Razor,Anti-Mage,Keeper of the Light,Disruptor,Naga Siren,Death Prophet,Phantom Lancer,Venomancer,1
10780,Gyrocopter,Nyx Assassin,Undying,Windrunner,Queen of Pain,Phantom Lancer,Bounty Hunter,Enigma,Invoker,Keeper of the Light,2
10781,Faceless Void,Slardar,Batrider,Omniknight,Rubick,Slark,Ursa,Wisp,Bounty Hunter,Templar Assassin,2
10782,Nature's Prophet,Lifestealer,Necrolyte,Wisp,Alchemist,Spirit Breaker,Dragon Knight,Clinkz,Leshrac,Tinker,2
10783,Vengeful Spirit,Nature's Prophet,Phantom Lancer,Centaur Warrunner,Shadow Fiend,Leshrac,Lich,Pudge,Bloodseeker,Brewmaster,1
10784,Timbersaw,Dark Seer,Enigma,Witch Doctor,Faceless Void,Anti-Mage,Sniper,Huskar,Windrunner,Ancient Apparition,1
10785,Clinkz,Windrunner,Troll Warlord,Witch Doctor,Luna,Tiny,Alchemist,Bounty Hunter,Phantom Lancer,Rubick,2
10786,Windrunner,Shadow Demon,Enigma,Night Stalker,Magnus,Pudge,Lifestealer,Phantom Lancer,Bane,Clinkz,1
10787,Juggernaut,Dazzle,Shadow Fiend,Necrolyte,Kunkka,Lycanthrope,Tiny,Batrider,Luna,Enchantress,2
10788,Omniknight,Undying,Templar Assassin,Visage,Broodmother,Spirit Breaker,Gyrocopter,Viper,Warlock,Tiny,2
10789,Riki,Centaur Warrunner,Juggernaut,Lina,Crystal Maiden,Lifestealer,Slardar,Necrolyte,Drow Ranger,Shadow Fiend,1
10790,Templar Assassin,Zeus,Pudge,Ursa,Luna,Bounty Hunter,Tinker,Phantom Lancer,Windrunner,Axe,2
10791,Zeus,Night Stalker,Windrunner,Enigma,Spirit Breaker,Nyx Assassin,Tiny,Viper,Chen,Rubick,2
10792,Puck,Sven,Omniknight,Dark Seer,Silencer,Chaos Knight,Shadow Demon,Storm Spirit,Wisp,Centaur Warrunner,1
10793,Kunkka,Queen of Pain,Axe,Mirana,Drow Ranger,Phantom Lancer,Enchantress,Jakiro,Bloodseeker,Doom,1
10794,Mirana,Nature's Prophet,Axe,Templar Assassin,Enigma,Tinker,Huskar,Faceless Void,Magnus,Keeper of the Light,1
10795,Lifestealer,Pudge,Dragon Knight,Riki,Silencer,Nature's Prophet,Lich,Earthshaker,Rubick,Sand King,1
10796,Invoker,Doom,Venomancer,Sven,Ursa,Enigma,Death Prophet,Juggernaut,Windrunner,Queen of Pain,1
10797,Zeus,Gyrocopter,Rubick,Tidehunter,Shadow Fiend,Nyx Assassin,Puck,Sand King,Medusa,Shadow Shaman,1
10798,Centaur Warrunner,Magnus,Troll Warlord,Death Prophet,Warlock,Dazzle,Meepo,Gyrocopter,Invoker,Kunkka,1
10799,Puck,Lifestealer,Enchantress,Bounty Hunter,Viper,Morphling,Rubick,Clockwerk,Queen of Pain,Keeper of the Light,1
10800,Dragon Knight,Shadow Shaman,Templar Assassin,Tiny,Bloodseeker,Anti-Mage,Mirana,Witch Doctor,Nature's Prophet,Enchantress,2
10801,Huskar,Pudge,Slark,Tiny,Ogre Magi,Spirit Breaker,Troll Warlord,Necrolyte,Centaur Warrunner,Gyrocopter,2
10802,Lion,Sand King,Beastmaster,Phantom Lancer,Riki,Sniper,Pudge,Weaver,Enchantress,Clinkz,1
10803,Shadow Fiend,Brewmaster,Warlock,Doom,Witch Doctor,Shadow Demon,Windrunner,Gyrocopter,Kunkka,Undying,1
10804,Warlock,Chaos Knight,Shadow Demon,Night Stalker,Nature's Prophet,Tiny,Faceless Void,Wisp,Death Prophet,Windrunner,2
10805,Anti-Mage,Nature's Prophet,Slardar,Brewmaster,Venomancer,Sven,Dazzle,Treant Protector,Axe,Pudge,1
10806,Venomancer,Mirana,Chaos Knight,Alchemist,Pudge,Timbersaw,Lion,Windrunner,Medusa,Tinker,1
10807,Lone Druid,Kunkka,Magnus,Slardar,Pudge,Sniper,Night Stalker,Rubick,Ancient Apparition,Bounty Hunter,2
10808,Juggernaut,Shadow Demon,Brewmaster,Jakiro,Templar Assassin,Bounty Hunter,Huskar,Chaos Knight,Lion,Windrunner,2
10809,Lifestealer,Anti-Mage,Silencer,Lina,Beastmaster,Windrunner,Invoker,Viper,Axe,Wisp,1
10810,Timbersaw,Batrider,Chaos Knight,Windrunner,Riki,Night Stalker,Silencer,Weaver,Huskar,Enigma,1
10811,Treant Protector,Drow Ranger,Rubick,Tidehunter,Phantom Assassin,Slark,Necrolyte,Nyx Assassin,Pudge,Dragon Knight,2
10812,Mirana,Silencer,Slark,Ursa,Shadow Demon,Lich,Tiny,Troll Warlord,Luna,Nature's Prophet,1
10813,Axe,Shadow Demon,Zeus,Riki,Invoker,Phantom Lancer,Keeper of the Light,Windrunner,Lifestealer,Bane,2
10814,Pudge,Invoker,Witch Doctor,Ursa,Luna,Centaur Warrunner,Dazzle,Treant Protector,Juggernaut,Lion,1
10815,Huskar,Templar Assassin,Riki,Ogre Magi,Alchemist,Bounty Hunter,Viper,Undying,Gyrocopter,Pudge,1
10816,Shadow Demon,Bane,Rubick,Faceless Void,Dark Seer,Queen of Pain,Phantom Lancer,Lifestealer,Lina,Sand King,2
10817,Earthshaker,Morphling,Queen of Pain,Viper,Lifestealer,Shadow Fiend,Omniknight,Rubick,Doom,Keeper of the Light,1
10818,Riki,Warlock,Juggernaut,Night Stalker,Tiny,Puck,Chaos Knight,Omniknight,Lifestealer,Bounty Hunter,2
10819,Sniper,Rubick,Pudge,Bounty Hunter,Batrider,Dragon Knight,Nature's Prophet,Weaver,Silencer,Keeper of the Light,2
10820,Lifestealer,Clinkz,Timbersaw,Leshrac,Beastmaster,Sand King,Slark,Windrunner,Mirana,Dragon Knight,1
10821,Lifestealer,Puck,Riki,Shadow Demon,Clockwerk,Huskar,Bloodseeker,Vengeful Spirit,Alchemist,Nyx Assassin,2
10822,Venomancer,Ancient Apparition,Enigma,Queen of Pain,Vengeful Spirit,Timbersaw,Medusa,Invoker,Naga Siren,Lifestealer,2
10823,Weaver,Anti-Mage,Broodmother,Timbersaw,Crystal Maiden,Chen,Clinkz,Earthshaker,Lina,Nyx Assassin,1
10824,Lifestealer,Leshrac,Batrider,Tinker,Timbersaw,Storm Spirit,Ogre Magi,Enchantress,Sniper,Clockwerk,1
10825,Windrunner,Disruptor,Invoker,Enigma,Faceless Void,Queen of Pain,Spirit Breaker,Tinker,Centaur Warrunner,Lifestealer,2
10826,Magnus,Anti-Mage,Viper,Queen of Pain,Shadow Shaman,Nature's Prophet,Slark,Death Prophet,Lone Druid,Juggernaut,2
10827,Pudge,Invoker,Warlock,Rubick,Phantom Lancer,Bounty Hunter,Queen of Pain,Doom,Omniknight,Dark Seer,1
10828,Lycanthrope,Windrunner,Tinker,Alchemist,Shadow Shaman,Storm Spirit,Kunkka,Witch Doctor,Troll Warlord,Venomancer,2
10829,Gyrocopter,Lich,Bounty Hunter,Lone Druid,Windrunner,Bane,Invoker,Clinkz,Puck,Riki,2
10830,Nature's Prophet,Phantom Assassin,Invoker,Pudge,Spirit Breaker,Phantom Lancer,Enchantress,Juggernaut,Omniknight,Enigma,2
10831,Rubick,Keeper of the Light,Luna,Leshrac,Ursa,Silencer,Batrider,Jakiro,Troll Warlord,Clockwerk,1
10832,Lion,Gyrocopter,Viper,Sven,Sand King,Timbersaw,Alchemist,Death Prophet,Shadow Demon,Leshrac,1
10833,Magnus,Kunkka,Chen,Shadow Shaman,Meepo,Invoker,Luna,Venomancer,Weaver,Axe,2
10834,Weaver,Dazzle,Night Stalker,Meepo,Dark Seer,Troll Warlord,Lina,Axe,Mirana,Storm Spirit,2
10835,Phantom Assassin,Enigma,Mirana,Invoker,Spectre,Skeleton King,Magnus,Puck,Bane,Shadow Fiend,2
10836,Nature's Prophet,Queen of Pain,Weaver,Sven,Keeper of the Light,Zeus,Huskar,Tidehunter,Death Prophet,Spectre,2
10837,Invoker,Chaos Knight,Treant Protector,Tinker,Warlock,Juggernaut,Jakiro,Beastmaster,Rubick,Chen,1
10838,Rubick,Slark,Batrider,Sniper,Silencer,Chen,Shadow Fiend,Leshrac,Outworld Devourer,Clinkz,2
10839,Outworld Devourer,Windrunner,Phantom Lancer,Templar Assassin,Tidehunter,Meepo,Dragon Knight,Axe,Nature's Prophet,Lina,1
10840,Slardar,Queen of Pain,Tinker,Leshrac,Sniper,Keeper of the Light,Naga Siren,Batrider,Drow Ranger,Earthshaker,2
10841,Riki,Invoker,Troll Warlord,Rubick,Lone Druid,Spirit Breaker,Puck,Venomancer,Templar Assassin,Wisp,2
10842,Shadow Fiend,Wisp,Rubick,Gyrocopter,Shadow Shaman,Alchemist,Leshrac,Batrider,Sand King,Dazzle,1
10843,Lina,Lycanthrope,Drow Ranger,Phantom Assassin,Jakiro,Puck,Tidehunter,Lifestealer,Lion,Centaur Warrunner,1
10844,Anti-Mage,Naga Siren,Tidehunter,Queen of Pain,Brewmaster,Razor,Lifestealer,Nature's Prophet,Night Stalker,Rubick,2
10845,Sand King,Invoker,Sven,Queen of Pain,Huskar,Lich,Shadow Fiend,Tidehunter,Ancient Apparition,Alchemist,1
10846,Centaur Warrunner,Nature's Prophet,Invoker,Alchemist,Witch Doctor,Tiny,Luna,Vengeful Spirit,Rubick,Beastmaster,2
10847,Pudge,Wisp,Nature's Prophet,Night Stalker,Bloodseeker,Nyx Assassin,Faceless Void,Death Prophet,Bounty Hunter,Enigma,1
10848,Naga Siren,Ursa,Shadow Shaman,Medusa,Dazzle,Witch Doctor,Tiny,Earthshaker,Omniknight,Zeus,2
10849,Razor,Bounty Hunter,Sand King,Enigma,Pudge,Lone Druid,Silencer,Dazzle,Kunkka,Ancient Apparition,1
10850,Puck,Lifestealer,Rubick,Doom,Spirit Breaker,Enchantress,Slark,Death Prophet,Juggernaut,Ogre Magi,2
10851,Nyx Assassin,Jakiro,Invoker,Dark Seer,Drow Ranger,Shadow Fiend,Spectre,Batrider,Windrunner,Vengeful Spirit,1
10852,Vengeful Spirit,Skeleton King,Invoker,Doom,Tiny,Axe,Phantom Assassin,Shadow Demon,Pudge,Nature's Prophet,1
10853,Beastmaster,Weaver,Naga Siren,Sven,Spirit Breaker,Bloodseeker,Kunkka,Morphling,Batrider,Ancient Apparition,2
10854,Outworld Devourer,Chaos Knight,Ancient Apparition,Phantom Assassin,Mirana,Venomancer,Timbersaw,Luna,Brewmaster,Sven,2
10855,Magnus,Troll Warlord,Jakiro,Queen of Pain,Undying,Shadow Fiend,Faceless Void,Axe,Puck,Ogre Magi,1
10856,Puck,Phantom Lancer,Magnus,Dazzle,Vengeful Spirit,Bane,Viper,Timbersaw,Lich,Dark Seer,2
10857,Huskar,Keeper of the Light,Zeus,Axe,Queen of Pain,Slark,Pugna,Mirana,Ursa,Rubick,2
10858,Nature's Prophet,Nyx Assassin,Zeus,Bounty Hunter,Bloodseeker,Batrider,Wisp,Lifestealer,Night Stalker,Brewmaster,2
10859,Timbersaw,Brewmaster,Necrolyte,Juggernaut,Slark,Lina,Morphling,Lich,Keeper of the Light,Puck,2
10860,Faceless Void,Pudge,Bounty Hunter,Lich,Axe,Clinkz,Nature's Prophet,Ancient Apparition,Magnus,Shadow Fiend,2
10861,Clockwerk,Magnus,Omniknight,Venomancer,Outworld Devourer,Pudge,Lifestealer,Rubick,Doom,Sand King,2
10862,Rubick,Alchemist,Nature's Prophet,Invoker,Axe,Necrolyte,Wisp,Chaos Knight,Jakiro,Queen of Pain,2
10863,Venomancer,Rubick,Luna,Storm Spirit,Faceless Void,Broodmother,Puck,Queen of Pain,Invoker,Doom,1
10864,Pudge,Night Stalker,Ancient Apparition,Medusa,Shadow Fiend,Tidehunter,Kunkka,Windrunner,Enchantress,Nyx Assassin,1
10865,Zeus,Pugna,Juggernaut,Batrider,Warlock,Tiny,Bane,Anti-Mage,Windrunner,Dazzle,1
10866,Death Prophet,Zeus,Axe,Bane,Faceless Void,Chaos Knight,Ancient Apparition,Shadow Demon,Brewmaster,Invoker,2
10867,Invoker,Juggernaut,Ancient Apparition,Chen,Troll Warlord,Earthshaker,Pudge,Weaver,Enchantress,Broodmother,2
10868,Medusa,Nature's Prophet,Nyx Assassin,Huskar,Centaur Warrunner,Ancient Apparition,Batrider,Tiny,Phantom Assassin,Shadow Shaman,1
10869,Chen,Queen of Pain,Crystal Maiden,Kunkka,Morphling,Nature's Prophet,Doom,Huskar,Treant Protector,Razor,1
10870,Riki,Faceless Void,Ancient Apparition,Templar Assassin,Enchantress,Troll Warlord,Pudge,Morphling,Ogre Magi,Bounty Hunter,1
10871,Windrunner,Enigma,Disruptor,Kunkka,Queen of Pain,Nature's Prophet,Phantom Assassin,Faceless Void,Chen,Shadow Fiend,1
10872,Tiny,Wisp,Nature's Prophet,Templar Assassin,Lone Druid,Anti-Mage,Lion,Treant Protector,Queen of Pain,Axe,1
10873,Omniknight,Invoker,Wisp,Axe,Chaos Knight,Queen of Pain,Crystal Maiden,Windrunner,Nature's Prophet,Doom,1
10874,Dark Seer,Shadow Shaman,Pudge,Faceless Void,Alchemist,Shadow Fiend,Sven,Necrolyte,Invoker,Centaur Warrunner,2
10875,Doom,Razor,Juggernaut,Spectre,Necrolyte,Dark Seer,Lich,Zeus,Dragon Knight,Slark,1
10876,Rubick,Pudge,Troll Warlord,Outworld Devourer,Bounty Hunter,Ancient Apparition,Magnus,Morphling,Nyx Assassin,Juggernaut,1
10877,Ogre Magi,Timbersaw,Queen of Pain,Drow Ranger,Nyx Assassin,Necrolyte,Slardar,Anti-Mage,Beastmaster,Sniper,1
10878,Doom,Faceless Void,Lina,Shadow Shaman,Invoker,Wisp,Anti-Mage,Lich,Necrolyte,Juggernaut,2
10879,Anti-Mage,Batrider,Sniper,Invoker,Silencer,Necrolyte,Phantom Assassin,Vengeful Spirit,Jakiro,Witch Doctor,2
10880,Luna,Windrunner,Shadow Fiend,Enchantress,Dazzle,Sven,Nature's Prophet,Shadow Shaman,Lifestealer,Axe,1
10881,Ursa,Keeper of the Light,Earthshaker,Troll Warlord,Jakiro,Alchemist,Mirana,Rubick,Phantom Lancer,Venomancer,2
10882,Kunkka,Morphling,Batrider,Tiny,Brewmaster,Pudge,Leshrac,Broodmother,Razor,Ancient Apparition,1
10883,Batrider,Sand King,Lifestealer,Queen of Pain,Lion,Storm Spirit,Tidehunter,Phantom Lancer,Beastmaster,Leshrac,1
10884,Omniknight,Axe,Shadow Shaman,Storm Spirit,Drow Ranger,Tinker,Sniper,Windrunner,Batrider,Venomancer,1
10885,Enigma,Spirit Breaker,Storm Spirit,Lion,Lone Druid,Slardar,Undying,Phantom Lancer,Troll Warlord,Pudge,1
10886,Rubick,Storm Spirit,Juggernaut,Slardar,Viper,Vengeful Spirit,Mirana,Sand King,Pudge,Lina,1
10887,Venomancer,Tinker,Wisp,Pudge,Viper,Crystal Maiden,Clockwerk,Tiny,Weaver,Slardar,1
10888,Tinker,Spirit Breaker,Jakiro,Phantom Lancer,Sven,Silencer,Dark Seer,Ogre Magi,Storm Spirit,Axe,1
10889,Gyrocopter,Nature's Prophet,Alchemist,Broodmother,Templar Assassin,Lion,Phantom Lancer,Puck,Bounty Hunter,Clinkz,2
10890,Puck,Sand King,Nyx Assassin,Enigma,Sniper,Rubick,Doom,Bloodseeker,Clinkz,Shadow Fiend,1
10891,Invoker,Bounty Hunter,Nature's Prophet,Faceless Void,Lina,Phantom Lancer,Queen of Pain,Earthshaker,Clockwerk,Leshrac,1
10892,Luna,Troll Warlord,Brewmaster,Gyrocopter,Venomancer,Shadow Fiend,Lone Druid,Dark Seer,Windrunner,Lion,1
10893,Ogre Magi,Shadow Fiend,Bounty Hunter,Leshrac,Lifestealer,Nyx Assassin,Wisp,Omniknight,Templar Assassin,Beastmaster,2
10894,Storm Spirit,Tiny,Sand King,Silencer,Troll Warlord,Windrunner,Ogre Magi,Tinker,Lycanthrope,Chaos Knight,2
10895,Pudge,Tidehunter,Nature's Prophet,Vengeful Spirit,Nyx Assassin,Luna,Tiny,Visage,Troll Warlord,Enigma,2
10896,Earthshaker,Phantom Lancer,Outworld Devourer,Bloodseeker,Clockwerk,Dazzle,Leshrac,Invoker,Nature's Prophet,Skeleton King,2
10897,Queen of Pain,Magnus,Invoker,Enchantress,Axe,Death Prophet,Disruptor,Bounty Hunter,Gyrocopter,Nature's Prophet,2
10898,Nyx Assassin,Anti-Mage,Zeus,Crystal Maiden,Batrider,Mirana,Rubick,Enchantress,Lifestealer,Timbersaw,1
10899,Leshrac,Lone Druid,Riki,Nyx Assassin,Batrider,Lifestealer,Weaver,Clinkz,Vengeful Spirit,Undying,1
10900,Anti-Mage,Shadow Demon,Magnus,Pudge,Bounty Hunter,Necrolyte,Lone Druid,Medusa,Zeus,Phantom Lancer,1
10901,Phantom Lancer,Invoker,Riki,Zeus,Shadow Demon,Bounty Hunter,Naga Siren,Silencer,Morphling,Doom,2
